"대구광역시","여자","10~14세",77938,8798,49991,18882,6868,12000,14,267,0
"대구광역시","여자","15~19세",83381,5942,51876,25277,7890,17342,45,286,0
"대구광역시","여자","20~24세",72269,2790,39942,28242,6667,21536,39,1295,0
"대구광역시","여자","25~29세",85428,2738,43636,38051,8323,29707,21,1003,0
"대구광역시","여자","30~34세",88717,1931,38048,48007,8104,39891,12,731,0
"대구광역시","여자","35~39세",103931,2146,36765,64155,8076,56058,21,865,0
"대구광역시","여자","40~44세",111994,2720,32963,75739,6791,68918,30,572,0
"대구광역시","여자","45~49세",113199,2384,29379,81124,6098,74979,47,312,0
"대구광역시","여자","50~54세",102361,1980,26022,74137,5467,68610,60,222,0
"대구광역시","여자","55~59세",77049,1158,18620,57143,3940,53156,47,128,0
"대구광역시","여자","60~64세",58414,829,13726,43493,2855,40603,35,366,0
"대구광역시","여자","65~69세",49655,708,11379,34616,1916,32654,46,2952,0
"대구광역시","여자","70~74세",41541,667,9300,29176,1846,27276,54,2398,0
"대구광역시","여자","75세 이상",58742,1064,14813,40521,2334,37831,356,2344,0
"인천광역시","계","합계",2603780,164728,792946,1597400,128529,1466017,2854,48706,0
